PassengerId,Name,Sex,Embarked,Age,Age_binned,Pclass,SibSp,Parch,Survival,Cabin,Fare,Fare_binned
1199,1,1,2,0.83,0대,3,0,1,,8,9.35,2.2
1200,3,1,2,55.0,50대,1,1,1,,1,93.5,4.5
1201,4,0,2,45.0,40대,3,1,0,,8,14.1083,2.6
1202,3,1,2,18.0,10대,3,0,0,,8,8.6625,2.1
1203,3,1,0,22.0,20대,3,0,0,,8,7.225,1.9
1204,3,1,2,28.512002416819275,20대,3,0,0,,8,7.575,2.0
1205,2,0,1,37.0,30대,3,0,0,,8,7.75,2.0
1206,4,0,0,55.0,50대,1,0,0,,2,135.6333,4.9
1207,2,0,1,17.0,10대,3,0,0,,8,7.7333,2.0
1208,3,1,0,57.0,50대,1,1,0,,1,146.5208,5.0
1209,3,1,2,19.0,10대,2,0,0,,8,10.5,2.3
1210,3,1,2,27.0,20대,3,0,0,,8,7.8542,2.0
1211,3,1,2,22.0,20대,2,2,0,,8,31.5,3.4
1212,3,1,2,26.0,20대,3,0,0,,8,7.775,2.0
1213,3,1,0,25.0,20대,3,0,0,,5,7.2292,1.9
1214,3,1,2,26.0,20대,2,0,0,,5,13.0,2.5
1215,3,1,2,33.0,30대,1,0,0,,8,26.55,3.3
1216,2,0,2,39.0,30대,1,0,0,,8,211.3375,5.3
1217,3,1,2,23.0,20대,3,0,0,,8,7.05,1.9
1218,2,0,2,12.0,10대,2,2,1,,5,39.0,3.6
1219,3,1,0,46.0,40대,1,0,0,,8,79.2,4.3
1220,3,1,2,29.0,20대,2,1,0,,8,26.0,3.2
1221,3,1,2,21.0,20대,2,0,0,,8,13.0,2.5
1222,4,0,2,48.0,40대,2,0,2,,8,36.75,3.5
1223,3,1,0,39.0,30대,1,0,0,,0,29.7,3.4
1224,3,1,0,26.890318414731993,20대,3,0,0,,8,7.225,1.9
1225,4,0,0,19.0,10대,3,1,1,,8,15.7417,2.7
1226,3,1,2,27.0,20대,3,0,0,,8,7.8958,2.0
1227,3,1,2,30.0,20대,1,0,0,,2,26.0,3.2
1228,3,1,2,32.0,30대,2,0,0,,8,13.0,2.5
1229,3,1,0,39.0,30대,3,0,2,,8,7.2292,1.9
1230,3,1,2,25.0,20대,2,0,0,,8,31.5,3.4
1231,1,1,0,15.099792246823313,10대,3,0,0,,8,7.2292,1.9
1232,3,1,2,18.0,10대,2,0,0,,8,10.5,2.3
1233,3,1,2,32.0,30대,3,0,0,,8,7.5792,2.0
1234,3,1,2,19.991185689030274,10대,3,1,9,,8,69.55,4.2
1235,4,0,0,58.0,50대,1,0,1,,1,512.3292,6.2
1236,1,1,2,13.868152800934062,10대,3,1,1,,8,14.5,2.6
1237,2,0,2,16.0,10대,3,0,0,,8,7.65,2.0
1238,3,1,2,26.0,20대,2,0,0,,8,13.0,2.5
1239,4,0,0,38.0,30대,3,0,0,,8,7.2292,1.9
1240,3,1,2,24.0,20대,2,0,0,,8,13.5,2.6
1241,2,0,2,31.0,30대,2,0,0,,8,21.0,3.0
1242,4,0,0,45.0,40대,1,0,1,,3,63.3583,4.1
1243,3,1,2,25.0,20대,2,0,0,,8,10.5,2.3
1244,3,1,2,18.0,10대,2,0,0,,8,73.5,4.3
1245,3,1,2,49.0,40대,2,1,2,,8,65.0,4.1
1246,2,0,2,0.17,0대,3,1,2,,8,20.575,3.0
1247,3,1,2,50.0,40대,1,0,0,,4,26.0,3.2
1248,4,0,2,59.0,50대,1,2,0,,2,51.4792,3.9
1249,3,1,2,28.514951337227075,20대,3,0,0,,8,7.8792,2.0
1250,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
1251,4,0,2,30.0,20대,3,1,0,,8,15.55,2.7
1252,1,1,2,14.5,10대,3,8,2,,8,69.55,4.2
1253,4,0,0,24.0,20대,2,1,1,,8,37.0042,3.5
1254,4,0,2,31.0,30대,2,0,0,,8,21.0,3.0
1255,3,1,2,27.0,20대,3,0,0,,8,8.6625,2.1
1256,4,0,0,25.0,20대,1,1,0,,4,55.4417,4.0
1257,4,0,2,22.737455625104104,20대,3,1,9,,8,69.55,4.2
1258,3,1,0,24.81517306120552,20대,3,1,0,,8,14.4583,2.6
1259,2,0,2,22.0,20대,3,0,0,,8,39.6875,3.6
1260,4,0,0,45.0,40대,1,0,1,,8,59.4,4.0
1261,3,1,0,29.0,20대,2,0,0,,8,13.8583,2.6
1262,3,1,2,21.0,20대,2,1,0,,8,11.5,2.4
1263,2,0,0,31.0,30대,1,0,0,,4,134.5,4.9
1264,3,1,2,49.0,40대,1,0,0,,1,61.3792,4.0
1265,3,1,2,44.0,40대,2,0,0,,8,13.0,2.5
1266,4,0,2,54.0,50대,1,1,1,,0,81.8583,4.4
1267,2,0,0,45.0,40대,1,0,0,,8,262.375,5.6
1268,2,0,2,22.0,20대,3,2,0,,8,8.6625,2.1
1269,3,1,2,21.0,20대,2,0,0,,8,11.5,2.4
1270,3,1,2,55.0,50대,1,0,0,,2,50.0,3.9
1271,1,1,2,5.0,0대,3,4,2,,8,31.3875,3.4
1272,3,1,1,27.70455332222774,20대,3,0,0,,8,7.75,2.0
1273,3,1,1,26.0,20대,3,0,0,,8,7.8792,2.0
1274,4,0,2,31.325403430552633,30대,3,0,0,,8,14.5,2.6
1275,4,0,2,19.0,10대,3,1,0,,8,16.1,2.8
1276,3,1,2,33.999784403340385,30대,2,0,0,,8,12.875,2.5
1277,2,0,2,24.0,20대,2,1,2,,8,65.0,4.1
1278,3,1,2,24.0,20대,3,0,0,,8,7.775,2.0
1279,3,1,2,57.0,50대,2,0,0,,8,13.0,2.5
1280,3,1,1,21.0,20대,3,0,0,,8,7.75,2.0
1281,1,1,2,6.0,0대,3,3,1,,8,21.075,3.0
1282,3,1,2,23.0,20대,1,0,0,,1,93.5,4.5
1283,4,0,2,51.0,50대,1,0,1,,3,39.4,3.6
1284,1,1,2,13.0,10대,3,0,2,,8,20.25,2.9
1285,3,1,2,47.0,40대,2,0,0,,8,10.5,2.3
1286,3,1,2,29.0,20대,3,3,1,,8,22.025,3.0
1287,4,0,2,18.0,10대,1,1,0,,2,60.0,4.0
1288,3,1,1,24.0,20대,3,0,0,,8,7.25,1.9
1289,4,0,0,48.0,40대,1,1,1,,1,79.2,4.3
1290,3,1,2,22.0,20대,3,0,0,,8,7.775,2.0
1291,3,1,1,31.0,30대,3,0,0,,8,7.7333,2.0
1292,2,0,2,30.0,20대,1,0,0,,2,164.8667,5.1
1293,3,1,2,38.0,30대,2,1,0,,8,21.0,3.0
1294,2,0,0,22.0,20대,1,0,1,,8,59.4,4.0
1295,3,1,2,17.0,10대,1,0,0,,8,47.1,3.8
1296,3,1,0,43.0,40대,1,1,0,,3,27.7208,3.3
1297,3,1,0,20.0,10대,2,0,0,,3,13.8625,2.6
1298,3,1,2,23.0,20대,2,1,0,,8,10.5,2.3
1299,3,1,0,50.0,40대,1,1,1,,2,211.5,5.3
1300,2,0,1,18.659973310177175,10대,3,0,0,,8,7.7208,2.0
1301,2,0,2,3.0,0대,3,1,1,,8,13.775,2.6
1302,2,0,1,18.660256375515466,10대,3,0,0,,8,7.75,2.0
1303,4,0,1,37.0,30대,1,1,0,,2,90.0,4.5
1304,2,0,2,28.0,20대,3,0,0,,8,7.775,2.0
1305,3,1,2,28.516607075575706,20대,3,0,0,,8,8.05,2.0
1306,6,0,0,39.0,30대,1,0,0,,2,108.9,4.6
1307,3,1,2,38.5,30대,3,0,0,,8,7.25,1.9
1308,3,1,2,28.516607075575706,20대,3,0,0,,8,8.05,2.0
1309,1,1,0,12.326040210363413,10대,3,1,1,,8,22.3583,3.1
